Counter,Accession,Description,Sum(Coverage),Sum(# Proteins),Sum(# Unique Peptides),Sum(# Peptides),Sum(# PSMs),# Peptides A2,# Peptides B2,# Peptides C2,# PSM A2,# PSM B2,# PSM C2,Coverage A2,Coverage B2,Coverage C2,Score A2,Score B2,Score C2,# AAs,MW [kDa],calc. pI
1,Q14980,Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2 - [NUMA1_HUMAN],0.52%,1,1,1,1,,,1,,,1,,,0.52%,,,0,2115,238.1,5.78
1,P57740,Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1 - [NU107_HUMAN],0.86%,1,1,1,1,,,1,,,1,,,0.86%,,,0,925,106.3,5.43
1,O75694,Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1 - [NU155_HUMAN],1.51%,1,1,1,2,,1,1,,1,1,,1.51%,1.51%,,0,0,1391,155.1,6.16
1,Q92621,Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3 - [NU205_HUMAN],1.19%,1,2,2,2,,1,1,,1,1,,0.60%,0.60%,,0,0,2012,227.8,6.19
1,P52948,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4 - [NUP98_HUMAN],0.83%,1,1,1,1,,,1,,,1,,,0.83%,,,0,1817,197.5,6.4
1,Q9HCD5,Nuclear receptor coactivator 5 OS=Homo sapiens GN=NCOA5 PE=1 SV=2 - [NCOA5_HUMAN],2.94%,1,1,1,4,,1,1,,1,3,,2.94%,2.94%,,0,0,579,65.5,9.6
1,Q14995,Nuclear receptor subfamily 1 group D member 2 OS=Homo sapiens GN=NR1D2 PE=1 SV=3 - [NR1D2_HUMAN],2.07%,1,1,1,1,,,1,,,1,,,2.07%,,,0,579,64.6,7.84
1,Q9UBU9,Nuclear RNA export factor 1 OS=Homo sapiens GN=NXF1 PE=1 SV=1 - [NXF1_HUMAN],3.07%,1,1,1,2,,,1,,,2,,,3.07%,,,0,619,70.1,8.51
1,P67809,Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3 - [YBOX1_HUMAN],11.11%,2,2,2,6,2,1,,3,3,,11.11%,3.70%,,0,0,,324,35.9,9.88
1,P80303,Nucleobindin-2 OS=Homo sapiens GN=NUCB2 PE=1 SV=2 - [NUCB2_HUMAN],8.10%,1,1,1,1,,,1,,,1,,,8.10%,,,0,420,50.2,5.12
1,Q14978,Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2 - [NOLC1_HUMAN],2.29%,1,1,1,1,,1,,,1,,,2.29%,,,0,,699,73.6,9.47
1,Q9Y3T9,Nucleolar complex protein 2 homolog OS=Homo sapiens GN=NOC2L PE=1 SV=4 - [NOC2L_HUMAN],1.20%,1,1,1,4,1,1,1,2,1,1,1.20%,1.20%,1.20%,0,0,0,749,84.9,5.62
1,Q8WTT2,Nucleolar complex protein 3 homolog OS=Homo sapiens GN=NOC3L PE=1 SV=1 - [NOC3L_HUMAN],2.63%,1,1,1,1,,,1,,,1,,,2.63%,,,0,800,92.5,9.17
1,Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1 - [NOP58_HUMAN],3.02%,1,1,1,2,,1,1,,1,1,,3.02%,3.02%,,0,0,529,59.5,8.92
1,Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5 - [DDX21_HUMAN],4.21%,1,2,2,3,1,1,1,1,1,1,2.81%,1.40%,1.40%,0,0,0,783,87.3,9.28
1,P19338,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3 - [NUCL_HUMAN],8.59%,1,4,4,5,1,2,2,1,2,2,1.27%,4.51%,4.23%,0,0,0,710,76.6,4.7
1,Q01085,Nucleolysin TIAR OS=Homo sapiens GN=TIAL1 PE=1 SV=1 - [TIAR_HUMAN],2.40%,2,1,1,1,,,1,,,1,,,2.40%,,,0,375,41.6,7.74
1,Q5SRE5,Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1 - [NU188_HUMAN],0.51%,1,1,1,1,,1,,,1,,,0.51%,,,0,,1749,195.9,6.73
1,P12270,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3 - [TPR_HUMAN],0.55%,1,1,1,1,,1,,,1,,,0.55%,,,0,,2363,267.1,5.02
1,P22392,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1 - [NDKB_HUMAN],34.21%,3,4,4,12,1,3,4,2,6,4,7.89%,25.00%,34.21%,0,0,0,152,17.3,8.41
1,O00746,"Nucleoside diphosphate kinase, mitochondrial OS=Homo sapiens GN=NME4 PE=1 SV=1 - [NDKM_HUMAN]",5.35%,1,1,1,1,,,1,,,1,,,5.35%,,,0,187,20.6,10.29
1,P55209,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1 - [NP1L1_HUMAN],5.63%,1,2,2,2,,1,1,,1,1,,2.81%,2.81%,,0,0,391,45.3,4.46
1,Q99733,Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4 PE=1 SV=1 - [NP1L4_HUMAN],2.93%,1,1,1,1,1,,,1,,,2.93%,,,0,,,375,42.8,4.69
1,Q8IVD9,NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3 - [NUDC3_HUMAN],2.22%,1,1,1,1,,,1,,,1,,,2.22%,,,0,361,40.8,5.25
1,Q16625,Occludin OS=Homo sapiens GN=OCLN PE=1 SV=1 - [OCLN_HUMAN],13.60%,1,2,2,2,1,1,,1,1,,5.56%,8.05%,,0,0,,522,59.1,6.09
1,Q9NX40,OCIA domain-containing protein 1 OS=Homo sapiens GN=OCIAD1 PE=1 SV=1 - [OCAD1_HUMAN],4.90%,1,1,1,1,,,1,,,1,,,4.90%,,,0,245,27.6,7.49
1,Q9UBM4,Opticin OS=Homo sapiens GN=OPTC PE=1 SV=1 - [OPT_HUMAN],2.11%,1,1,1,1,,1,,,1,,,2.11%,,,0,,332,37.2,5.59
1,Q53FV1,ORM1-like protein 2 OS=Homo sapiens GN=ORMDL2 PE=1 SV=2 - [ORML2_HUMAN],8.50%,3,1,1,1,,,1,,,1,,,8.50%,,,0,153,17.4,9.64
1,P04181,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1 - [OAT_HUMAN]",5.01%,1,2,2,2,,,2,,,2,,,5.01%,,,0,439,48.5,7.03
1,Q96G74,OTU domain-containing protein 5 OS=Homo sapiens GN=OTUD5 PE=1 SV=1 - [OTUD5_HUMAN],1.93%,1,1,1,1,,1,,,1,,,1.93%,,,0,,571,60.6,6.54
1,P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens GN=CPOX PE=1 SV=3 - [HEM6_HUMAN]",5.51%,1,1,1,1,,1,,,1,,,5.51%,,,0,,454,50.1,8.25
1,Q9NYG2,Palmitoyltransferase ZDHHC3 OS=Homo sapiens GN=ZDHHC3 PE=1 SV=2 - [ZDHC3_HUMAN],9.03%,1,1,1,1,,,1,,,1,,,9.03%,,,0,299,34.1,8.18
1,Q8ND90,Paraneoplastic antigen Ma1 OS=Homo sapiens GN=PNMA1 PE=1 SV=2 - [PNMA1_HUMAN],12.75%,1,3,3,4,,2,2,,2,2,,8.22%,11.90%,,0,0,353,39.7,4.83
1,Q9UL42,Paraneoplastic antigen Ma2 OS=Homo sapiens GN=PNMA2 PE=1 SV=2 - [PNMA2_HUMAN],4.67%,1,1,1,1,1,,,1,,,4.67%,,,0,,,364,41.5,4.86
1,O75475,PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1 - [PSIP1_HUMAN],5.09%,1,2,2,3,1,,2,1,,2,3.21%,,5.09%,0,,0,530,60.1,9.13
1,Q5JVF3,PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2 PE=1 SV=2 - [PCID2_HUMAN],2.51%,1,1,1,2,,1,1,,1,1,,2.51%,2.51%,,0,0,399,46,8.53
1,Q15004,PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1 - [PAF15_HUMAN],16.22%,1,1,1,2,,1,1,,1,1,,16.22%,16.22%,,2.12,0,111,12,9.83
1,Q96HC4,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5 - [PDLI5_HUMAN],2.01%,1,1,1,1,,,1,,,1,,,2.01%,,,0,596,63.9,8.21
1,Q9H6A9,Pecanex-like protein 3 OS=Homo sapiens GN=PCNX3 PE=1 SV=2 - [PCX3_HUMAN],2.06%,2,3,3,3,,1,2,,1,2,,1.18%,0.88%,,0,0,2034,221.9,6.64
1,Q96IV0,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Homo sapiens GN=NGLY1 PE=1 SV=1 - [NGLY1_HUMAN],3.36%,1,2,2,2,,,2,,,2,,,3.36%,,,0,654,74.3,6.89
1,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],30.91%,1,3,3,11,1,2,2,6,3,2,16.36%,23.64%,23.64%,2.11,0,0,165,18,7.81
1,P23284,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2 - [PPIB_HUMAN],16.20%,1,3,3,10,2,2,1,6,3,1,12.50%,12.50%,3.70%,2.21,0,0,216,23.7,9.41
1,Q08752,Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens GN=PPID PE=1 SV=3 - [PPID_HUMAN],4.86%,1,1,1,1,,,1,,,1,,,4.86%,,,0,370,40.7,7.21
1,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3 - [FKBP4_HUMAN],8.71%,1,3,3,5,1,2,2,1,2,2,1.96%,2.61%,8.06%,0,0,0,459,51.8,5.43
1,Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2 - [FKBP8_HUMAN],3.40%,1,1,1,1,,,1,,,1,,,3.40%,,,0,412,44.5,4.84
1,O43447,Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1 - [PPIH_HUMAN],15.25%,1,1,1,1,,1,,,1,,,15.25%,,,0,,177,19.2,8.07
1,Q15154,Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=4 - [PCM1_HUMAN],4.79%,1,6,6,10,1,2,6,1,2,7,0.59%,1.19%,4.79%,0,0,2.33,2024,228.4,5.02
1,Q15269,Periodic tryptophan protein 2 homolog OS=Homo sapiens GN=PWP2 PE=2 SV=2 - [PWP2_HUMAN],0.76%,1,1,1,1,,1,,,1,,,0.76%,,,0,,919,102.4,6.15
1,Q06830,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],10.55%,1,2,2,4,,2,1,,3,1,,10.55%,5.03%,,0,0,199,22.1,8.13
1,P32119,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],4.04%,1,1,1,1,,1,,,1,,,4.04%,,,0,,198,21.9,5.97
1,P30041,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],7.59%,1,1,1,1,,,1,,,1,,,7.59%,,,0,224,25,6.38
1,P40855,Peroxisomal biogenesis factor 19 OS=Homo sapiens GN=PEX19 PE=1 SV=1 - [PEX19_HUMAN],7.36%,1,1,1,1,,1,,,1,,,7.36%,,,0,,299,32.8,4.34
1,P56589,Peroxisomal biogenesis factor 3 OS=Homo sapiens GN=PEX3 PE=1 SV=1 - [PEX3_HUMAN],9.65%,1,1,1,2,,,1,,,2,,,9.65%,,,0,373,42.1,8.15
1,Q2T9J0,Peroxisomal leader peptide-processing protease OS=Homo sapiens GN=TYSND1 PE=1 SV=3 - [TYSD1_HUMAN],1.94%,1,1,1,1,,,1,,,1,,,1.94%,,,0,566,59.3,6.2
1,Q9Y6I8,Peroxisomal membrane protein 4 OS=Homo sapiens GN=PXMP4 PE=1 SV=3 - [PXMP4_HUMAN],8.02%,1,1,1,1,,1,,,1,,,8.02%,,,0,,212,24.2,10.07
1,P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 - [DHB4_HUMAN],1.09%,1,1,1,1,1,,,1,,,1.09%,,,0,,,736,79.6,8.84
1,O95571,"Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2 - [ETHE1_HUMAN]",3.94%,1,1,1,2,,1,1,,1,1,,3.94%,3.94%,,0,0,254,27.9,6.83
1,Q8WWQ0,PH-interacting protein OS=Homo sapiens GN=PHIP PE=1 SV=2 - [PHIP_HUMAN],0.38%,1,1,1,1,,,1,,,1,,,0.38%,,,0,1821,206.6,8.85
1,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens GN=FARSB PE=1 SV=3 - [SYFB_HUMAN],2.04%,1,1,1,1,,,1,,,1,,,2.04%,,,0,589,66.1,6.84
1,Q13794,Phorbol-12-myristate-13-acetate-induced protein 1 OS=Homo sapiens GN=PMAIP1 PE=1 SV=1 - [APR_HUMAN],33.33%,1,2,2,2,,1,1,,1,1,,16.67%,16.67%,,0,0,54,6,10.29
1,Q9BTU6,Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens GN=PI4K2A PE=1 SV=1 - [P4K2A_HUMAN],2.71%,1,1,1,1,,,1,,,1,,,2.71%,,,0,479,54,8.29
1,Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=1 - [PI51A_HUMAN],3.56%,1,1,1,15,1,1,1,4,8,3,3.56%,3.56%,3.56%,0,0,0,562,62.6,8.21
1,O60331,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Homo sapiens GN=PIP5K1C PE=1 SV=2 - [PI51C_HUMAN],2.99%,1,1,1,2,,1,1,,1,1,,2.99%,2.99%,,0,0,668,73.2,5.29
1,O95394,Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1 - [AGM1_HUMAN],1.48%,1,1,1,1,,1,,,1,,,1.48%,,,0,,542,59.8,6.25
1,P36871,Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3 - [PGM1_HUMAN],2.67%,1,1,1,1,,1,,,1,,,2.67%,,,0,,562,61.4,6.76
1,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],11.27%,1,3,3,3,,3,,,3,,,11.27%,,,0,,417,44.6,8.1
1,P15259,Phosphoglycerate mutase 2 OS=Homo sapiens GN=PGAM2 PE=1 SV=3 - [PGAM2_HUMAN],3.95%,3,1,1,1,,1,,,1,,,3.95%,,,1.63,,253,28.7,8.88
1,O14495,Phospholipid phosphatase 3 OS=Homo sapiens GN=PLPP3 PE=1 SV=1 - [PLPP3_HUMAN],6.11%,1,1,1,1,1,,,1,,,6.11%,,,0,,,311,35.1,9.14
1,Q9NRG1,Phosphoribosyltransferase domain-containing protein 1 OS=Homo sapiens GN=PRTFDC1 PE=1 SV=1 - [PRDC1_HUMAN],6.22%,1,1,1,1,,,1,,,1,,,6.22%,,,0,225,25.7,6.15
1,Q9Y617,Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2 - [SERC_HUMAN],3.51%,1,1,1,3,1,,1,1,,2,3.51%,,3.51%,0,,0,370,40.4,7.66
1,P78330,Phosphoserine phosphatase OS=Homo sapiens GN=PSPH PE=1 SV=2 - [SERB_HUMAN],5.33%,1,1,1,1,,,1,,,1,,,5.33%,,,0,225,25,5.69
1,Q9H307,Pinin OS=Homo sapiens GN=PNN PE=1 SV=4 - [PININ_HUMAN],3.07%,1,2,2,2,,1,1,,1,1,,1.53%,1.53%,,0,0,717,81.6,7.14
1,Q9GZP4,PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1 - [PITH1_HUMAN],4.27%,1,1,1,2,1,1,,1,1,,4.27%,4.27%,,0,0,,211,24.2,5.74
1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2 - [PAIRB_HUMAN],8.82%,1,3,3,14,3,2,1,8,4,2,8.82%,4.90%,4.90%,0,2.62,0,408,44.9,8.65
1,Q14651,Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2 - [PLSI_HUMAN],5.41%,1,1,1,1,1,,,1,,,5.41%,,,0,,,629,70.2,5.41
1,P13796,Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6 - [PLSL_HUMAN],1.91%,1,1,1,2,1,1,,1,1,,1.91%,1.91%,,0,0,,627,70.2,5.43
1,Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens GN=PAFAH1B3 PE=1 SV=1 - [PA1B3_HUMAN],3.90%,1,1,1,1,,,1,,,1,,,3.90%,,,0,231,25.7,6.84
1,Q6ZWE6,Pleckstrin homology domain-containing family M member 3 OS=Homo sapiens GN=PLEKHM3 PE=2 SV=2 - [PKHM3_HUMAN],2.10%,1,1,1,1,,,1,,,1,,,2.10%,,,0,761,87.1,7.09
1,Q8TC44,POC1 centriolar protein homolog B OS=Homo sapiens GN=POC1B PE=1 SV=1 - [POC1B_HUMAN],2.51%,1,1,1,1,,,1,,,1,,,2.51%,,,0,478,53.6,7.24
1,P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4 - [PARP1_HUMAN],3.16%,1,2,2,5,,2,1,,4,1,,3.16%,1.28%,,0,1.75,1014,113,8.88
1,Q9H0J9,Poly [ADP-ribose] polymerase 12 OS=Homo sapiens GN=PARP12 PE=1 SV=1 - [PAR12_HUMAN],3.71%,1,1,1,1,1,,,1,,,3.71%,,,0,,,701,79,8.51
1,Q8NA58,Poly(A)-specific ribonuclease PARN-like domain-containing protein 1 OS=Homo sapiens GN=PNLDC1 PE=2 SV=2 - [PNDC1_HUMAN],5.00%,1,1,1,1,1,,,1,,,5.00%,,,0,,,520,60.1,8.57
1,Q9NX46,Poly(ADP-ribose) glycohydrolase ARH3 OS=Homo sapiens GN=ADPRHL2 PE=1 SV=1 - [ARHL2_HUMAN],3.86%,1,1,1,1,,,1,,,1,,,3.86%,,,0,363,38.9,5.07
1,Q15366,Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1 - [PCBP2_HUMAN],10.14%,2,3,3,3,,1,2,,1,2,,5.21%,4.93%,,0,0,365,38.6,6.79
1,Q86U42,Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3 - [PABP2_HUMAN],3.59%,1,1,1,2,1,1,,1,1,,3.59%,3.59%,,0,0,,306,32.7,5.06
1,Q9H361,Polyadenylate-binding protein 3 OS=Homo sapiens GN=PABPC3 PE=1 SV=2 - [PABP3_HUMAN],3.65%,2,2,2,2,,,2,,,2,,,3.65%,,,0,631,70,9.67
1,Q13310,Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1 - [PABP4_HUMAN],2.02%,1,1,1,1,,,1,,,1,,,2.02%,,,0,644,70.7,9.26
1,Q9BYE7,Polycomb group RING finger protein 6 OS=Homo sapiens GN=PCGF6 PE=1 SV=2 - [PCGF6_HUMAN],4.29%,1,1,1,1,,1,,,1,,,4.29%,,,0,,350,39,4.97
1,Q8IUC8,Polypeptide N-acetylgalactosaminyltransferase 13 OS=Homo sapiens GN=GALNT13 PE=2 SV=2 - [GLT13_HUMAN],5.58%,2,1,1,1,,,1,,,1,,,5.58%,,,0,556,64,6.83
1,P26599,Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1 - [PTBP1_HUMAN],4.90%,1,2,2,3,1,1,1,1,1,1,3.39%,3.39%,1.51%,0,0,0,531,57.2,9.17
1,Q8TCS8,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=PNPT1 PE=1 SV=2 - [PNPT1_HUMAN]",1.66%,1,1,1,1,,,1,,,1,,,1.66%,,,0,783,85.9,7.77
1,Q9UMS4,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1 - [PRP19_HUMAN],2.78%,1,1,1,1,,,1,,,1,,,2.78%,,,0,504,55.1,6.61
1,Q6P2Q9,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2 - [PRP8_HUMAN],3.51%,1,7,7,11,1,3,5,3,3,5,0.56%,1.54%,3.00%,0,0,0,2335,273.4,8.84
1,O43143,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2 - [DHX15_HUMAN],2.89%,1,2,2,2,,,2,,,2,,,2.89%,,,0,795,90.9,7.46
1,Q92620,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens GN=DHX38 PE=1 SV=2 - [PRP16_HUMAN],1.30%,1,1,1,2,,1,,,2,,,1.30%,,,0,,1227,140.4,6.54
1,Q9NXE8,Pre-mRNA-splicing factor CWC25 homolog OS=Homo sapiens GN=CWC25 PE=1 SV=1 - [CWC25_HUMAN],4.24%,1,1,1,1,,1,,,1,,,4.24%,,,0,,425,49.6,10.18
1,Q8IY81,pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2 - [SPB1_HUMAN],0.94%,1,1,1,1,,1,,,1,,,0.94%,,,0,,847,96.5,8.4
1,Q9NQP4,Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1 - [PFD4_HUMAN],9.70%,1,1,1,1,,1,,,1,,,9.70%,,,0,,134,15.3,4.53
1,P02545,Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1 - [LMNA_HUMAN],3.31%,2,1,2,2,,2,,,2,,,3.31%,,,0,,664,74.1,7.02
1,O43709,Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Homo sapiens GN=WBSCR22 PE=1 SV=2 - [WBS22_HUMAN],6.41%,1,1,1,2,,1,,,2,,,6.41%,,,0,,281,31.9,8.73
1,Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2 - [DDX17_HUMAN],4.12%,1,1,2,6,2,1,1,3,2,1,4.12%,2.74%,2.74%,0,0,0,729,80.2,8.27
1,Q9BUQ8,Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3 - [DDX23_HUMAN],0.98%,1,1,1,2,,1,1,,1,1,,0.98%,0.98%,,0,0,820,95.5,9.55
1,Q7L014,Probable ATP-dependent RNA helicase DDX46 OS=Homo sapiens GN=DDX46 PE=1 SV=2 - [DDX46_HUMAN],0.97%,1,1,1,4,1,1,1,2,1,1,0.97%,0.97%,0.97%,0,0,0,1031,117.3,9.29
1,P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1 - [DDX5_HUMAN],6.68%,1,2,3,7,2,1,1,5,1,1,4.89%,1.79%,1.79%,0,0,0,614,69.1,8.92
1,Q9NY93,Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens GN=DDX56 PE=1 SV=1 - [DDX56_HUMAN],6.58%,1,2,2,6,1,1,1,1,3,2,3.84%,2.74%,2.74%,0,0,0,547,61.6,9.26
1,Q9H7F0,Probable cation-transporting ATPase 13A3 OS=Homo sapiens GN=ATP13A3 PE=1 SV=4 - [AT133_HUMAN],2.04%,1,1,1,1,,1,,,1,,,2.04%,,,0,,1226,138,6.64
1,Q15751,Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=2 - [HERC1_HUMAN],0.16%,1,1,1,1,,1,,,1,,,0.16%,,,0,,4861,531.9,6.04
1,Q13395,Probable methyltransferase TARBP1 OS=Homo sapiens GN=TARBP1 PE=1 SV=1 - [TARB1_HUMAN],1.11%,1,1,1,2,1,,1,1,,1,1.11%,,1.11%,0,,0,1621,181.6,7.05
1,Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3 - [USP9X_HUMAN],1.25%,1,2,2,4,1,2,,1,3,,0.54%,1.25%,,0,0,,2570,292.1,5.8
1,Q8NBJ5,Procollagen galactosyltransferase 1 OS=Homo sapiens GN=COLGALT1 PE=1 SV=1 - [GT251_HUMAN],2.57%,1,2,2,3,,2,1,,2,1,,2.57%,1.29%,,0,0,622,71.6,7.31
1,P07737,Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2 - [PROF1_HUMAN],30.71%,1,5,5,16,3,3,4,4,6,6,29.29%,28.57%,30.71%,0,0,0,140,15,8.27
1,P35080,Profilin-2 OS=Homo sapiens GN=PFN2 PE=1 SV=3 - [PROF2_HUMAN],5.71%,1,1,1,1,,,1,,,1,,,5.71%,,,0,140,15,6.99
1,Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1 - [PDC6I_HUMAN],2.76%,1,2,2,3,,2,1,,2,1,,2.76%,1.27%,,0,0,868,96,6.52
1,P12004,Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1 - [PCNA_HUMAN],7.28%,1,1,1,12,1,1,1,3,6,3,7.28%,7.28%,7.28%,0,0,0,261,28.8,4.69
1,Q9UQ80,Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3 - [PA2G4_HUMAN],3.05%,1,1,1,1,,1,,,1,,,3.05%,,,0,,394,43.8,6.55
1,Q8IZL8,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2 - [PELP1_HUMAN]",1.15%,1,1,1,1,,,1,,,1,,,1.15%,,,0,1130,119.6,4.34
1,Q07954,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2 - [LRP1_HUMAN],0.18%,1,1,1,1,,1,,,1,,,0.18%,,,0,,4544,504.3,5.39
1,Q8N2E6,Prosalusin OS=Homo sapiens GN=TOR2A PE=1 SV=1 - [TOR2X_HUMAN],7.02%,2,1,1,1,,1,,,1,,,7.02%,,,0,,242,26.2,10.14
1,Q15185,Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1 - [TEBP_HUMAN],15.00%,1,2,2,2,,1,1,,1,1,,10.63%,4.38%,,0,0,160,18.7,4.54
1,Q16186,Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens GN=ADRM1 PE=1 SV=2 - [ADRM1_HUMAN],5.90%,1,3,3,5,,2,3,,2,3,,5.90%,5.90%,,0,0,407,42.1,5.07
1,Q9UL46,Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=4 - [PSME2_HUMAN],5.86%,1,1,1,1,,1,,,1,,,5.86%,,,0,,239,27.4,5.73
1,P61289,Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1 - [PSME3_HUMAN],3.54%,1,1,1,2,,1,1,,1,1,,3.54%,3.54%,,0,0,254,29.5,5.95
